booking_id,passbook_number,cultivation_id,crop,centre_id,slot_datetime,token_number,quantity_to_sell_quintals,queue_status
BKG000262,PPB000234,CUL000295,Groundnut,PPC001,2026-09-21 09:00:00,53,6.73,WAITING
BKG000263,PPB000001,CUL000002,Paddy,PPC022,2026-09-17 10:00:00,6,5.31,WAITING
BKG000264,PPB000148,CUL000179,Paddy,PPC036,2026-09-17 15:00:00,134,13.47,COMPLETED
BKG000265,PPB000710,CUL000879,Groundnut,PPC030,2026-09-20 16:00:00,59,2.28,WAITING
BKG000266,PPB000801,CUL000990,Groundnut,PPC027,2026-09-04 12:00:00,142,2.32,WAITING
BKG000267,PPB000688,CUL000852,Groundnut,PPC010,2026-09-05 10:00:00,65,11.2,COMPLETED
BKG000268,PPB000144,CUL000174,Groundnut,PPC008,2026-09-18 10:00:00,87,10.06,COMPLETED
BKG000269,PPB000630,CUL000781,Paddy,PPC036,2026-09-28 09:00:00,47,32.79,WAITING
BKG000270,PPB000287,CUL000361,Groundnut,PPC044,2026-09-24 15:00:00,91,42.3,PROCESSING
BKG000271,PPB000637,CUL000790,Groundnut,PPC033,2026-09-02 09:00:00,66,21.85,WAITING
BKG000272,PPB000106,CUL000131,Cotton,PPC050,2026-09-05 10:00:00,48,3.79,COMPLETED
BKG000273,PPB000395,CUL000497,Paddy,PPC025,2026-09-20 15:00:00,142,63.94,COMPLETED
BKG000274,PPB000486,CUL000606,Soybean,PPC017,2026-09-13 15:00:00,6,36.3,COMPLETED
BKG000275,PPB000481,CUL000600,Soybean,PPC044,2026-09-22 11:00:00,112,18.82,WAITING
BKG000276,PPB000423,CUL000531,Maize,PPC010,2026-09-03 11:00:00,30,11.64,WAITING
BKG000277,PPB000130,CUL000158,Paddy,PPC010,2026-09-13 09:00:00,123,74.1,WAITING
BKG000278,PPB000903,CUL001121,Paddy,PPC042,2026-09-17 16:00:00,41,2.61,PROCESSING
BKG000279,PPB000963,CUL001196,Groundnut,PPC045,2026-09-24 15:00:00,138,10.7,WAITING
BKG000280,PPB000141,CUL000169,Cotton,PPC019,2026-09-17 09:00:00,7,2.1,WAITING
BKG000281,PPB000073,CUL000089,Maize,PPC048,2026-09-14 14:00:00,4,155.66,WAITING
BKG000282,PPB000522,CUL000646,Paddy,PPC003,2026-09-05 09:00:00,19,93.15,PROCESSING
BKG000283,PPB000807,CUL001000,Paddy,PPC024,2026-09-25 16:00:00,75,36.48,COMPLETED
BKG000284,PPB000184,CUL000223,Cotton,PPC016,2026-09-08 15:00:00,60,14.58,PROCESSING
BKG000285,PPB000103,CUL000127,Soybean,PPC006,2026-09-01 11:00:00,31,5.87,WAITING
BKG000286,PPB000472,CUL000588,Paddy,PPC027,2026-09-09 16:00:00,126,37.43,WAITING
BKG000287,PPB000192,CUL000233,Paddy,PPC008,2026-09-11 12:00:00,142,30.49,WAITING
BKG000288,PPB000562,CUL000695,Maize,PPC049,2026-09-30 16:00:00,36,5.29,WAITING
BKG000289,PPB000981,CUL001217,Groundnut,PPC022,2026-09-26 09:00:00,60,18.82,WAITING
BKG000290,PPB000884,CUL001098,Groundnut,PPC032,2026-09-17 09:00:00,93,28.78,PROCESSING
BKG000291,PPB000963,CUL001197,Maize,PPC041,2026-09-02 16:00:00,42,2.22,COMPLETED
BKG000292,PPB000263,CUL000328,Soybean,PPC019,2026-09-26 11:00:00,95,0.81,COMPLETED
BKG000293,PPB000159,CUL000191,Maize,PPC030,2026-09-15 10:00:00,92,14.47,WAITING
BKG000294,PPB000055,CUL000068,Cotton,PPC030,2026-09-07 09:00:00,32,4.91,COMPLETED
BKG000295,PPB000107,CUL000132,Groundnut,PPC017,2026-09-25 15:00:00,137,28.39,COMPLETED
BKG000296,PPB000394,CUL000496,Maize,PPC004,2026-09-07 09:00:00,82,21.96,COMPLETED
BKG000297,PPB000128,CUL000156,Cotton,PPC034,2026-09-01 16:00:00,114,5.76,WAITING
BKG000298,PPB000498,CUL000619,Maize,PPC020,2026-09-17 16:00:00,118,19.28,PROCESSING
BKG000299,PPB000037,CUL000047,Soybean,PPC037,2026-09-06 11:00:00,101,0.95,PROCESSING
BKG000300,PPB000424,CUL000532,Groundnut,PPC029,2026-09-06 14:00:00,12,7.39,PROCESSING
BKG000301,PPB000266,CUL000334,Maize,PPC017,2026-09-05 09:00:00,97,4.76,COMPLETED
BKG000302,PPB000052,CUL000065,Paddy,PPC046,2026-09-07 11:00:00,141,93.7,WAITING
BKG000303,PPB000440,CUL000550,Groundnut,PPC045,2026-09-05 11:00:00,56,20.29,WAITING
BKG000304,PPB000358,CUL000450,Cotton,PPC031,2026-09-20 09:00:00,8,2.46,COMPLETED
BKG000305,PPB000740,CUL000919,Paddy,PPC034,2026-09-13 14:00:00,46,25.39,WAITING
BKG000306,PPB000038,CUL000048,Paddy,PPC050,2026-09-08 11:00:00,89,96.28,WAITING
BKG000307,PPB000094,CUL000115,Maize,PPC027,2026-09-24 09:00:00,116,4.21,PROCESSING
BKG000308,PPB000002,CUL000004,Soybean,PPC050,2026-09-01 11:00:00,83,3.28,WAITING
BKG000309,PPB000381,CUL000480,Cotton,PPC048,2026-09-16 14:00:00,128,1.52,COMPLETED
BKG000310,PPB000167,CUL000200,Soybean,PPC011,2026-09-14 16:00:00,8,2.88,WAITING
BKG000311,PPB000834,CUL001034,Soybean,PPC012,2026-09-16 10:00:00,34,4.82,COMPLETED
BKG000312,PPB000909,CUL001128,Maize,PPC012,2026-09-02 15:00:00,45,87.54,WAITING
BKG000313,PPB000352,CUL000441,Cotton,PPC049,2026-09-03 16:00:00,95,0.61,COMPLETED
BKG000314,PPB000999,CUL001238,Cotton,PPC008,2026-10-01 12:00:00,109,14.5,WAITING
BKG000315,PPB000376,CUL000474,Cotton,PPC035,2026-09-12 09:00:00,69,5.69,PROCESSING
BKG000316,PPB000362,CUL000456,Maize,PPC015,2026-09-02 11:00:00,27,87.92,WAITING
BKG000317,PPB000188,CUL000228,Groundnut,PPC001,2026-09-07 14:00:00,48,61.52,WAITING
BKG000318,PPB000845,CUL001050,Soybean,PPC037,2026-09-26 14:00:00,25,42.34,WAITING
BKG000319,PPB000639,CUL000794,Paddy,PPC026,2026-09-09 12:00:00,16,25.61,WAITING
BKG000320,PPB000022,CUL000026,Cotton,PPC005,2026-09-15 12:00:00,56,9.85,WAITING
BKG000321,PPB000166,CUL000199,Soybean,PPC029,2026-09-29 16:00:00,88,15.23,WAITING
BKG000322,PPB000040,CUL000050,Cotton,PPC014,2026-09-06 12:00:00,47,2.26,COMPLETED
BKG000323,PPB000406,CUL000511,Groundnut,PPC025,2026-09-19 10:00:00,113,7.54,WAITING
BKG000324,PPB000213,CUL000266,Cotton,PPC028,2026-09-08 14:00:00,139,38.55,WAITING
BKG000325,PPB000354,CUL000444,Paddy,PPC021,2026-09-09 09:00:00,90,18.07,WAITING
BKG000326,PPB000150,CUL000181,Maize,PPC039,2026-09-08 15:00:00,33,4.52,WAITING
BKG000327,PPB000229,CUL000287,Maize,PPC049,2026-09-16 10:00:00,41,42.98,WAITING
BKG000328,PPB000177,CUL000215,Maize,PPC042,2026-09-02 11:00:00,16,6.74,COMPLETED
BKG000329,PPB000261,CUL000326,Paddy,PPC029,2026-09-13 15:00:00,44,160.32,PROCESSING
BKG000330,PPB000605,CUL000751,Paddy,PPC036,2026-09-21 11:00:00,53,65.89,PROCESSING
BKG000331,PPB000941,CUL001166,Maize,PPC048,2026-09-21 14:00:00,6,4.25,PROCESSING
BKG000332,PPB000078,CUL000095,Groundnut,PPC033,2026-09-28 14:00:00,78,14.54,COMPLETED
BKG000333,PPB000449,CUL000563,Groundnut,PPC024,2026-09-25 12:00:00,44,21.04,WAITING
BKG000334,PPB000102,CUL000125,Groundnut,PPC020,2026-09-29 16:00:00,9,27.85,WAITING
BKG000335,PPB000535,CUL000662,Paddy,PPC037,2026-09-30 09:00:00,45,9.03,WAITING
BKG000336,PPB000026,CUL000031,Maize,PPC016,2026-09-07 10:00:00,43,115.37,WAITING
BKG000337,PPB000089,CUL000107,Cotton,PPC010,2026-09-26 11:00:00,89,1.7,PROCESSING
BKG000338,PPB000663,CUL000822,Paddy,PPC046,2026-09-22 09:00:00,104,9.07,WAITING
BKG000339,PPB000339,CUL000423,Paddy,PPC014,2026-09-20 10:00:00,50,66.73,WAITING
BKG000340,PPB000368,CUL000464,Groundnut,PPC026,2026-09-30 10:00:00,34,29.82,COMPLETED
BKG000341,PPB000873,CUL001085,Paddy,PPC048,2026-09-18 15:00:00,32,102.06,WAITING
BKG000342,PPB000246,CUL000309,Groundnut,PPC006,2026-09-06 14:00:00,114,8.62,WAITING
BKG000343,PPB000098,CUL000120,Cotton,PPC026,2026-09-11 16:00:00,15,20.4,WAITING
BKG000344,PPB000168,CUL000201,Paddy,PPC005,2026-09-16 12:00:00,96,10.65,PROCESSING
BKG000345,PPB000479,CUL000598,Groundnut,PPC001,2026-09-13 10:00:00,24,2.76,PROCESSING
BKG000346,PPB000540,CUL000667,Paddy,PPC007,2026-09-19 10:00:00,102,13.62,WAITING
BKG000347,PPB000218,CUL000272,Cotton,PPC015,2026-09-04 12:00:00,60,1.12,PROCESSING
BKG000348,PPB000554,CUL000684,Groundnut,PPC028,2026-09-28 11:00:00,82,6.67,COMPLETED
BKG000349,PPB000676,CUL000838,Maize,PPC007,2026-09-29 10:00:00,109,36.22,WAITING
BKG000350,PPB000707,CUL000875,Paddy,PPC015,2026-09-01 09:00:00,137,11.0,WAITING
BKG000351,PPB000155,CUL000186,Groundnut,PPC009,2026-09-09 09:00:00,43,16.97,WAITING
BKG000352,PPB000483,CUL000603,Groundnut,PPC022,2026-09-12 09:00:00,25,13.82,PROCESSING
BKG000353,PPB000970,CUL001205,Groundnut,PPC050,2026-09-05 09:00:00,77,8.69,WAITING
BKG000354,PPB000769,CUL000955,Paddy,PPC038,2026-09-15 15:00:00,67,60.95,WAITING
BKG000355,PPB000626,CUL000777,Cotton,PPC009,2026-09-12 15:00:00,34,2.93,PROCESSING
BKG000356,PPB000911,CUL001130,Maize,PPC044,2026-09-11 15:00:00,47,15.67,WAITING
BKG000357,PPB000715,CUL000885,Maize,PPC031,2026-09-16 09:00:00,127,75.07,COMPLETED
BKG000358,PPB000324,CUL000407,Cotton,PPC013,2026-10-01 10:00:00,44,10.83,WAITING
BKG000359,PPB000310,CUL000391,Cotton,PPC023,2026-09-28 14:00:00,43,4.71,WAITING
BKG000360,PPB000474,CUL000590,Soybean,PPC035,2026-09-22 11:00:00,71,3.04,COMPLETED
BKG000361,PPB000265,CUL000331,Maize,PPC023,2026-09-24 14:00:00,139,11.59,WAITING
BKG000362,PPB000491,CUL000611,Soybean,PPC046,2026-09-26 12:00:00,104,3.58,WAITING
BKG000363,PPB000277,CUL000350,Groundnut,PPC009,2026-09-22 14:00:00,93,12.57,WAITING
BKG000364,PPB000074,CUL000090,Paddy,PPC050,2026-09-21 16:00:00,96,18.74,PROCESSING
BKG000365,PPB000890,CUL001106,Soybean,PPC011,2026-09-06 10:00:00,3,3.01,PROCESSING
BKG000366,PPB000471,CUL000587,Maize,PPC043,2026-09-30 15:00:00,44,16.11,COMPLETED
BKG000367,PPB000786,CUL000974,Groundnut,PPC036,2026-09-14 10:00:00,47,3.88,PROCESSING
BKG000368,PPB000927,CUL001148,Paddy,PPC037,2026-09-19 10:00:00,4,7.92,WAITING
BKG000369,PPB000881,CUL001094,Paddy,PPC045,2026-09-15 09:00:00,105,5.83,WAITING
BKG000370,PPB000753,CUL000934,Maize,PPC022,2026-09-27 16:00:00,149,0.5,WAITING
BKG000371,PPB000105,CUL000130,Soybean,PPC012,2026-09-03 12:00:00,11,15.7,PROCESSING
BKG000372,PPB000633,CUL000785,Groundnut,PPC035,2026-09-20 10:00:00,42,10.06,WAITING
BKG000373,PPB000314,CUL000396,Maize,PPC006,2026-09-03 14:00:00,98,41.56,WAITING
BKG000374,PPB000384,CUL000484,Maize,PPC034,2026-09-05 12:00:00,10,22.69,COMPLETED
BKG000375,PPB000730,CUL000906,Groundnut,PPC026,2026-09-04 15:00:00,15,3.61,COMPLETED
BKG000376,PPB000301,CUL000380,Soybean,PPC009,2026-09-13 11:00:00,135,36.36,WAITING
BKG000377,PPB000356,CUL000448,Maize,PPC037,2026-09-11 10:00:00,45,1.3,COMPLETED
BKG000378,PPB000294,CUL000370,Groundnut,PPC029,2026-09-27 12:00:00,58,27.92,WAITING
BKG000379,PPB000597,CUL000740,Maize,PPC042,2026-09-30 16:00:00,73,3.07,PROCESSING
BKG000380,PPB000659,CUL000816,Paddy,PPC013,2026-09-23 09:00:00,90,30.34,COMPLETED
BKG000381,PPB000956,CUL001187,Paddy,PPC019,2026-09-04 15:00:00,118,83.66,WAITING
BKG000382,PPB000329,CUL000412,Maize,PPC025,2026-09-17 11:00:00,108,12.57,COMPLETED
BKG000383,PPB000269,CUL000339,Cotton,PPC014,2026-09-26 11:00:00,47,8.35,PROCESSING
BKG000384,PPB000221,CUL000276,Maize,PPC005,2026-09-16 11:00:00,26,34.54,PROCESSING
BKG000385,PPB000561,CUL000692,Paddy,PPC006,2026-09-27 16:00:00,145,5.64,COMPLETED
BKG000386,PPB000318,CUL000400,Groundnut,PPC003,2026-09-29 10:00:00,144,8.14,PROCESSING
BKG000387,PPB000380,CUL000479,Maize,PPC050,2026-09-09 09:00:00,44,20.29,COMPLETED
BKG000388,PPB000219,CUL000274,Groundnut,PPC050,2026-09-11 16:00:00,129,2.3,WAITING
BKG000389,PPB000595,CUL000737,Groundnut,PPC029,2026-09-19 16:00:00,43,3.07,WAITING
BKG000390,PPB000939,CUL001163,Groundnut,PPC050,2026-09-18 11:00:00,97,14.85,WAITING
BKG000391,PPB000755,CUL000936,Paddy,PPC003,2026-09-09 15:00:00,45,9.58,COMPLETED
BKG000392,PPB000432,CUL000542,Paddy,PPC018,2026-09-03 15:00:00,1,100.66,WAITING
BKG000393,PPB000940,CUL001165,Maize,PPC022,2026-09-21 11:00:00,69,20.57,COMPLETED
BKG000394,PPB000065,CUL000081,Paddy,PPC016,2026-09-11 16:00:00,9,72.86,WAITING
BKG000395,PPB000201,CUL000247,Soybean,PPC017,2026-09-22 12:00:00,79,15.49,WAITING
BKG000396,PPB000571,CUL000707,Paddy,PPC041,2026-09-14 15:00:00,76,172.0,WAITING
BKG000397,PPB000759,CUL000944,Soybean,PPC034,2026-09-09 11:00:00,118,9.96,WAITING
BKG000398,PPB000204,CUL000252,Paddy,PPC006,2026-09-18 16:00:00,90,46.09,COMPLETED
BKG000399,PPB000760,CUL000945,Maize,PPC027,2026-09-28 12:00:00,100,6.36,WAITING
BKG000400,PPB000435,CUL000545,Soybean,PPC005,2026-09-12 15:00:00,23,15.88,PROCESSING
BKG000401,PPB000296,CUL000374,Paddy,PPC048,2026-09-20 14:00:00,16,51.34,WAITING
BKG000402,PPB000553,CUL000683,Paddy,PPC045,2026-09-06 14:00:00,3,35.31,WAITING
BKG000403,PPB000297,CUL000375,Cotton,PPC045,2026-09-15 15:00:00,6,3.27,COMPLETED
BKG000404,PPB000827,CUL001025,Paddy,PPC024,2026-09-14 16:00:00,9,105.18,COMPLETED
BKG000405,PPB000748,CUL000928,Groundnut,PPC015,2026-09-23 10:00:00,69,53.79,COMPLETED
BKG000406,PPB000230,CUL000289,Soybean,PPC016,2026-09-07 09:00:00,124,3.11,COMPLETED
BKG000407,PPB000844,CUL001049,Groundnut,PPC002,2026-09-27 12:00:00,31,12.71,COMPLETED
BKG000408,PPB000460,CUL000574,Paddy,PPC031,2026-09-30 14:00:00,21,22.55,PROCESSING
BKG000409,PPB000186,CUL000226,Soybean,PPC033,2026-09-14 11:00:00,129,8.44,WAITING
BKG000410,PPB000775,CUL000961,Maize,PPC003,2026-09-13 12:00:00,147,72.75,WAITING
BKG000411,PPB000310,CUL000390,Groundnut,PPC044,2026-09-27 10:00:00,103,5.34,COMPLETED
BKG000412,PPB000739,CUL000917,Maize,PPC041,2026-09-11 16:00:00,78,47.0,WAITING
BKG000413,PPB000588,CUL000729,Cotton,PPC042,2026-09-28 14:00:00,20,0.81,COMPLETED
BKG000414,PPB000854,CUL001062,Paddy,PPC029,2026-09-01 12:00:00,53,16.85,COMPLETED
BKG000415,PPB000125,CUL000152,Soybean,PPC037,2026-09-30 15:00:00,122,11.3,WAITING
BKG000416,PPB000511,CUL000633,Cotton,PPC010,2026-09-14 15:00:00,53,0.95,PROCESSING
BKG000417,PPB000489,CUL000609,Groundnut,PPC048,2026-09-30 09:00:00,79,1.35,COMPLETED
BKG000418,PPB000400,CUL000505,Groundnut,PPC038,2026-09-10 10:00:00,53,9.01,WAITING
BKG000419,PPB000527,CUL000652,Cotton,PPC041,2026-09-20 15:00:00,29,3.83,WAITING
BKG000420,PPB000419,CUL000526,Maize,PPC037,2026-09-20 12:00:00,7,4.61,COMPLETED
BKG000421,PPB000421,CUL000528,Groundnut,PPC005,2026-09-20 11:00:00,49,7.23,COMPLETED
BKG000422,PPB000839,CUL001041,Paddy,PPC039,2026-09-17 10:00:00,60,36.41,PROCESSING
BKG000423,PPB000915,CUL001136,Soybean,PPC016,2026-09-26 09:00:00,20,4.88,WAITING
BKG000424,PPB000559,CUL000690,Paddy,PPC008,2026-09-14 12:00:00,99,57.99,WAITING
BKG000425,PPB000219,CUL000273,Paddy,PPC018,2026-09-22 10:00:00,88,13.67,WAITING
BKG000426,PPB000851,CUL001058,Soybean,PPC017,2026-09-29 16:00:00,131,11.14,WAITING
BKG000427,PPB000278,CUL000352,Maize,PPC029,2026-09-25 09:00:00,122,0.52,WAITING
BKG000428,PPB000115,CUL000141,Groundnut,PPC003,2026-09-15 09:00:00,8,11.02,WAITING
BKG000429,PPB000777,CUL000963,Soybean,PPC010,2026-09-17 10:00:00,141,1.42,COMPLETED
BKG000430,PPB000841,CUL001044,Soybean,PPC034,2026-09-11 16:00:00,5,3.57,WAITING
BKG000431,PPB000124,CUL000151,Cotton,PPC033,2026-09-22 14:00:00,145,1.73,PROCESSING
BKG000432,PPB000075,CUL000091,Paddy,PPC006,2026-09-03 12:00:00,109,18.57,WAITING
BKG000433,PPB000690,CUL000855,Paddy,PPC011,2026-09-26 12:00:00,101,100.06,COMPLETED
BKG000434,PPB000369,CUL000465,Cotton,PPC049,2026-09-26 10:00:00,50,0.6,COMPLETED
BKG000435,PPB000143,CUL000172,Paddy,PPC014,2026-09-11 16:00:00,48,4.42,COMPLETED
BKG000436,PPB000306,CUL000386,Soybean,PPC034,2026-09-22 16:00:00,2,16.42,COMPLETED
BKG000437,PPB000939,CUL001162,Maize,PPC043,2026-09-05 11:00:00,96,71.88,WAITING
BKG000438,PPB000341,CUL000427,Paddy,PPC038,2026-09-03 10:00:00,118,32.54,WAITING
BKG000439,PPB000763,CUL000948,Paddy,PPC012,2026-09-18 11:00:00,104,7.75,COMPLETED
BKG000440,PPB000895,CUL001111,Maize,PPC029,2026-09-01 10:00:00,63,15.19,PROCESSING
BKG000441,PPB000636,CUL000789,Soybean,PPC049,2026-09-29 15:00:00,11,7.08,PROCESSING
BKG000442,PPB000499,CUL000620,Groundnut,PPC045,2026-09-25 12:00:00,129,8.39,PROCESSING
BKG000443,PPB000567,CUL000702,Soybean,PPC050,2026-10-01 11:00:00,63,12.8,WAITING
BKG000444,PPB000820,CUL001017,Paddy,PPC018,2026-09-27 14:00:00,31,23.19,WAITING
BKG000445,PPB000319,CUL000401,Paddy,PPC037,2026-09-15 12:00:00,133,9.52,WAITING
BKG000446,PPB000353,CUL000442,Maize,PPC046,2026-09-13 12:00:00,51,4.1,WAITING
BKG000447,PPB000989,CUL001225,Groundnut,PPC026,2026-09-26 12:00:00,73,1.13,COMPLETED
BKG000448,PPB000648,CUL000803,Groundnut,PPC037,2026-09-27 12:00:00,35,6.05,WAITING
BKG000449,PPB000643,CUL000798,Cotton,PPC034,2026-09-13 10:00:00,106,1.14,WAITING
BKG000450,PPB000948,CUL001177,Groundnut,PPC005,2026-10-01 12:00:00,46,4.23,COMPLETED
BKG000451,PPB000806,CUL000999,Soybean,PPC038,2026-09-30 14:00:00,141,1.58,WAITING
BKG000452,PPB000665,CUL000824,Cotton,PPC048,2026-09-16 16:00:00,143,43.92,COMPLETED
BKG000453,PPB000418,CUL000525,Paddy,PPC029,2026-09-20 10:00:00,112,32.31,PROCESSING
BKG000454,PPB000071,CUL000087,Soybean,PPC017,2026-09-17 10:00:00,134,1.66,WAITING
BKG000455,PPB000129,CUL000157,Cotton,PPC016,2026-09-04 11:00:00,136,7.68,WAITING
BKG000456,PPB000785,CUL000972,Soybean,PPC001,2026-09-29 09:00:00,77,1.05,PROCESSING
BKG000457,PPB000835,CUL001035,Maize,PPC010,2026-09-27 14:00:00,79,135.51,WAITING
BKG000458,PPB000321,CUL000403,Maize,PPC037,2026-09-03 10:00:00,31,75.12,PROCESSING
BKG000459,PPB000696,CUL000862,Cotton,PPC041,2026-09-27 14:00:00,34,8.7,COMPLETED
BKG000460,PPB000731,CUL000907,Cotton,PPC043,2026-09-13 11:00:00,35,37.64,WAITING
BKG000461,PPB000849,CUL001055,Maize,PPC022,2026-09-20 15:00:00,15,125.34,WAITING
BKG000462,PPB000046,CUL000058,Maize,PPC002,2026-09-19 12:00:00,110,156.17,COMPLETED
BKG000463,PPB000012,CUL000015,Groundnut,PPC040,2026-09-13 10:00:00,95,11.36,WAITING
BKG000464,PPB000396,CUL000499,Cotton,PPC001,2026-09-03 12:00:00,63,3.03,PROCESSING
BKG000465,PPB000854,CUL001061,Paddy,PPC027,2026-09-04 14:00:00,147,43.04,COMPLETED
BKG000466,PPB000173,CUL000208,Cotton,PPC010,2026-09-25 16:00:00,2,2.92,PROCESSING
BKG000467,PPB000719,CUL000890,Soybean,PPC020,2026-09-16 11:00:00,42,2.04,WAITING
BKG000468,PPB000662,CUL000821,Paddy,PPC005,2026-09-22 10:00:00,81,58.67,COMPLETED
BKG000469,PPB000068,CUL000084,Maize,PPC004,2026-09-16 12:00:00,51,4.39,COMPLETED
BKG000470,PPB000139,CUL000167,Maize,PPC023,2026-09-02 10:00:00,23,53.88,COMPLETED
BKG000471,PPB000056,CUL000069,Groundnut,PPC048,2026-09-27 14:00:00,51,36.36,WAITING
BKG000472,PPB000865,CUL001074,Soybean,PPC030,2026-09-02 10:00:00,48,7.94,PROCESSING
BKG000473,PPB000678,CUL000841,Cotton,PPC020,2026-09-09 16:00:00,74,19.14,COMPLETED
BKG000474,PPB000614,CUL000760,Paddy,PPC002,2026-09-15 15:00:00,33,26.54,COMPLETED
BKG000475,PPB000205,CUL000254,Cotton,PPC001,2026-09-23 16:00:00,106,10.49,COMPLETED
BKG000476,PPB000900,CUL001117,Groundnut,PPC049,2026-09-20 09:00:00,9,0.71,COMPLETED
BKG000477,PPB000026,CUL000030,Groundnut,PPC045,2026-09-08 15:00:00,138,4.57,WAITING
BKG000478,PPB000966,CUL001201,Soybean,PPC023,2026-09-13 10:00:00,10,1.92,PROCESSING
BKG000479,PPB000185,CUL000224,Cotton,PPC023,2026-09-12 14:00:00,25,23.1,WAITING
BKG000480,PPB000434,CUL000544,Paddy,PPC029,2026-09-09 11:00:00,94,37.03,COMPLETED
BKG000481,PPB000135,CUL000163,Soybean,PPC032,2026-09-27 12:00:00,13,0.79,WAITING
BKG000482,PPB000781,CUL000968,Cotton,PPC016,2026-09-29 16:00:00,80,0.56,WAITING
BKG000483,PPB000712,CUL000882,Maize,PPC008,2026-09-18 11:00:00,64,55.22,WAITING
BKG000484,PPB000382,CUL000481,Soybean,PPC011,2026-09-25 15:00:00,62,6.43,WAITING
BKG000485,PPB000062,CUL000076,Soybean,PPC035,2026-09-18 12:00:00,6,7.6,PROCESSING
BKG000486,PPB000887,CUL001103,Cotton,PPC001,2026-09-05 12:00:00,41,9.9,PROCESSING
BKG000487,PPB000568,CUL000703,Paddy,PPC025,2026-09-10 15:00:00,53,5.63,COMPLETED
BKG000488,PPB000566,CUL000700,Maize,PPC009,2026-09-07 09:00:00,120,8.56,WAITING
BKG000489,PPB000872,CUL001084,Paddy,PPC002,2026-09-17 14:00:00,111,12.7,WAITING
BKG000490,PPB000880,CUL001093,Groundnut,PPC047,2026-10-01 14:00:00,11,0.93,COMPLETED
BKG000491,PPB000566,CUL000701,Maize,PPC006,2026-09-03 10:00:00,100,14.19,WAITING
BKG000492,PPB000059,CUL000073,Soybean,PPC022,2026-09-18 11:00:00,144,4.51,PROCESSING
BKG000493,PPB000846,CUL001051,Groundnut,PPC026,2026-09-08 10:00:00,29,2.18,WAITING
BKG000494,PPB000954,CUL001184,Cotton,PPC030,2026-09-26 15:00:00,38,0.6,WAITING
BKG000495,PPB000505,CUL000626,Paddy,PPC031,2026-09-22 09:00:00,123,16.27,COMPLETED
BKG000496,PPB000082,CUL000099,Groundnut,PPC018,2026-09-10 12:00:00,137,18.92,WAITING
BKG000497,PPB000291,CUL000365,Paddy,PPC019,2026-09-13 15:00:00,147,39.24,WAITING
BKG000498,PPB000373,CUL000471,Soybean,PPC037,2026-09-09 12:00:00,100,3.12,COMPLETED
BKG000499,PPB000370,CUL000468,Groundnut,PPC027,2026-09-06 10:00:00,148,0.9,PROCESSING
BKG000500,PPB000959,CUL001191,Groundnut,PPC024,2026-09-08 09:00:00,99,13.23,WAITING
